"Data Source","World Development Indicators",

"Last Updated Date","2026-02-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Europe & Central Asia (excluding high income)","ECA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","235133242045.119","260714658021.753","296012494754.96","354156720158.529","341086296065.275","328451120556.593","339235852060.503","265716719680.273","373845229870.828","395413043255.679","420614588838.233","421386465145.892","384488217104.006","391259402609.02","335649212545.439","390532064568.536","498092410579.851","641341376416.645","798897294908.649","929637643372.55","1171542215920.56","1402429749896","1169814065612.09","1385078523367.67","1574244960285.95","1658983451713.25","1808692800315.95","1735229369225.69","1510474002479.16","1450171284448.8","1499595960769.3","1477488205993.51","1508679974755.36","1446077189727.52","1680958734568.53","1820242864725.1","2143244215113.25","2451180144505.47","",
"Europe & Central Asia","ECS","GDP (current US$)","NY.GDP.MKTP.CD","426666341076.386","469524853748.685","513405546288.519","561372802906.338","620449239016.734","676603823141.807","731699507285.095","777321336439.052","818734190049.158","907972467404.46","1020812176391.15","1152050722008.06","1381315333741.31","1757146541396.18","1985792691039.95","2319533111918.75","2411368600960.78","2728001349943.93","3344297397044.4","4077590131182.29","4609261411538.92","4105756738593.04","3957248458690.98","3837932762271.18","3689517973067.84","3817565719211.53","5207541274400.03","6431748582275.98","7161818798652.39","7257702652999.9","8870877140631.4","9137253599154.58","9787841972924.53","8995004729126.83","9408650267542.72","10942224071349.1","11170753659602.9","10606870959652.7","10802596787884.9","10693108477805.9","10084357140368.8","10189029938417.1","11156577456679.8","13567083586398.5","15814841560656.9","16835012218380.2","18236819891061.4","21308302318715.6","23453627549028.2","20648444471712.4","21118677014368.3","23432000301407.5","22560574822089.8","23574066317473.4","23920533649825","20603435735279.5","20528432079127.4","21791487069281.7","23342642668393.3","23067540030248.6","22322527185686.7","25572901699926.6","25798700454390.6","27732942821913.5","29291828957768.8","",
"Ecuador","ECU","GDP (current US$)","NY.GDP.MKTP.CD","2069464937.19791","1753850955.05808","1518207703.48997","1824343870.71407","2244146102.98333","2387047395.70254","2429308638.838","2553595172.08743","2582179864.15493","3112165727.38342","2862503139.00358","2754219271.03082","3185986087.33583","3891754150.23796","6599257044.12414","7731674472.07212","9091921030.17345","11026342618.1141","11922497876.4828","14175160902.0721","17881508242.4481","21810759353.7304","19929846396.4239","17152477036.5005","16912509091.855","17149088413.35","15314138472.3282","13945426859.4657","13051881851.4068","13890823704.5545","15239272611.5809","16988535267.6338","18094238119.0595","18938717358.6793","22708673336.6683","24432884442.2211","25226393196.5983","28162053026.5133","27981896948.4742","19645272636.3182","17539454727.3637","23127055000","27054197000","30965208000","35194947000","40278849000","45690762000","49848725000","61139438000","60094978000","68151329000","78986648000","87735048000","96570334000","102717794000","97209558000","97671433000","104467486000","107478961000","107595830000","95865473000","107179074000","116133121000","121147057000","124676074700","",
"Egypt, Arab Rep.","EGY","GDP (current US$)","NY.GDP.MKTP.CD","4206270352.22633","4494575611.21289","4035462027.39753","4187146231.56839","4709245761.67881","4948667540.41066","5278005611.91453","5605484298.98275","5932242990.65421","6524455205.81114","8042200452.1477","8609283346.08518","9299638055.84281","10098534613.4411","9228963224.60004","11632178868.9171","13315988083.4161","14400806875.9867","14811704063.0685","18020571428.5714","21669908176.3889","22136081081.0811","27655172413.7931","30966239813.7369","33971188991.6147","39053502251.0732","41253507951.3564","40455616653.5742","34980124929.0176","39756299049.9793","42978914311.3504","37387836490.5284","41855986519.4235","46578631452.581","51897983392.6453","60159245060.4541","67629716981.1321","78436578171.0914","84828807556.0803","90710704806.8416","99838543960.0763","96684636118.5984","85146067415.7303","80288461538.4615","78782467532.4675","89660339660.3397","107426086956.522","130437828371.278","162818181818.182","189147005444.646","218983666061.706","235989672977.625","279116666666.667","288434108527.132","305595408895.265","329366576819.407","332441717791.411","248362771739.13","262588632526.73","318678815489.749","383817841547.099","424671765455.704","476747720364.742","395926075163.006","389059911003.566","",
"Euro area","EMU","GDP (current US$)","NY.GDP.MKTP.CD","251618036413.213","280078203910.322","309694923223.855","340786490149.599","377598986539.21","412774576471.606","446517615235.836","474428505593.993","509988879945.715","569734708021.535","645500835842.668","731657047532.379","883626753918.737","1146929346320.65","1300640475270.6","1507769269988.61","1573201555133.45","1790121849729.2","2191877722237.84","2655412251166.7","2973694924193.75","2583763815177.7","2500976094855.11","2440096224414.65","2341108054746.11","2404986753295.59","3377295853623.19","4177529771751.75","4594903614804.26","4693107413339.75","5905615266811.65","6127707302712.63","6750506224912.11","6180487033219.2","6531158637825.7","7540043718350.13","7629501026055.96","6977670410602.33","7174357611624.96","7148860255013.26","6528628817962.73","6631899417554.06","7241862819845.99","8921228124667.76","10231007049211.6","10611825457675.7","11288300255552.1","13000311540976.4","14295718485782.5","13083077526585.9","12784744616370.5","13808563263632.6","12784947379630.9","13357283141903.1","13682058707498","11829834353286.1","12123283574466.5","12841960349280.8","13871778197583.7","13589774677631.3","13267554461613.6","14924551716260.4","14488160081806.7","15854782417877","16485444160371","",
"Eritrea","ERI","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","477101651.648376","467872714.755603","531688311.688312","578015625","693535954.190067","686490090.140141","745523116.900052","688918537.115555","706370815.584416","752371688.743186","729321680.154324","870248267.550163","1109054005.43971","1098424685.66169","1211161879.6748","1317974491.05691","1380188800","1856695551.21951","1589515447.15447","2065001626.01626","","","","","","","","","","","","","","",
"Spain","ESP","GDP (current US$)","NY.GDP.MKTP.CD","12424514013.7604","14238126759.7335","16609632790.5843","19631714759.6491","21966876027.2517","25479619606.5284","29559436182.9186","32570905397.2885","32394326463.759","37090689287.8552","40963715236.5106","46586119760.479","59090176028.993","78583355225.5854","97204522642.0536","114695060869.565","118422534195.474","132354665936.473","160484969618.056","214448666336.143","232600556973.776","202663023968.283","195856752991.065","170829074245.94","171979977230.387","180664322896.282","251141555185.933","318520253335.13","375891716897.586","414460794096.978","536175326477.31","576753902321.857","630465353486.104","524700572623.872","530183651720.283","614170002668.802","642251412058.321","589739772727.273","618731484575.12","634394904386.874","598102854756.08","627798682378.741","708938227243.923","907963217057.645","1069829382514.67","1154667551775.88","1261846683275.29","1476746276854.51","1636115447612.5","1496587590847.66","1427989078916.67","1487568659241.25","1330994811670.31","1362186923157.65","1380244561361.96","1206164777553.12","1243015667917.12","1321754088818.83","1431642809327.06","1403496387686.27","1289783836971.21","1461244901852.69","1448850658406.62","1619481980719.64","1725671652742.19","",
"Estonia","EST","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4013091682.2914","4123011419.74174","4502970889.06373","4786018988.16491","5154420649.23354","5674080542.88575","5756912265.75809","5686579747.53524","6250218422.70164","7370119619.4782","9876595528.45528","12148595031.0559","14109491356.7964","17025671810.3124","22450264166.4385","24342935403.5447","19633984440.1223","19524355419.038","23303915794.7569","23237406116.3988","25451032780.7573","27055689003.0038","23311847750.9394","24561027787.7896","27469461919.1189","31222632740.7247","31873748770.0313","31820771493.8974","37201101170.5847","38226641740.29","41470344395.1086","43130419829.35","",
"Ethiopia","ETH","GDP (current US$)","NY.GDP.MKTP.CD","1610511693.84215","1680859514.1016","1747566307.0997","1825058827.83853","1984129185.6","2159998591.2","2324466416","2461762002.8","2619948864.8","2768987372","3045354454.8","3224280834.97092","3520252938.26087","4070570549.8642","4577209966.18358","4577047854.10628","4943806093.23672","5651840584.54106","6014961434.78261","6586048398.06763","7012585454.10628","7507663566.66667","7899988840.57971","8781664427.05314","8298309580.67633","9717392686.95652","10094328898.0676","10790001557.971","11181119717.8744","11762932007.2464","12478943895.1691","13799799323.6715","10754799036.5745","9051043870.12197","7100806753.92942","7855205206.93405","8761215548.48614","8803539988.33248","8013274131.69715","7892973531.80045","8242349617.8638","8231326016.47494","7850809498.16803","8623691300.04079","10131187261.4421","12401139453.9738","15280861834.6024","19707616772.7996","27066912635.2228","32437389116.038","29933790334.3418","31952763089.33","43310721414.0829","47648276605.0123","55612228233.5179","62103418181.8182","68475871209.607","76366081766.6667","83337901071.9697","91834517112.628","98676811061.4035","109070960371.859","123140304666","135874093202.492","149740297952.986","",
"European Union","EUU","GDP (current US$)","NY.GDP.MKTP.CD","285151593517.865","316957315284.249","350242479710.816","384746828593.342","426774574129.45","467012617276.635","505529224628.472","538186984638.65","577537349543.932","644490038737.548","728936354558.503","823997564740.857","993807576357.324","1285760453749.93","1455564730991.18","1694691860215.15","1775046705220.48","2011021369358.25","2449229543717.81","2960086312677.68","3311398072837.09","2890050505826.48","2787868117631.33","2710862889681.46","2612656839102","2686730457063.81","3753266239108.06","4639614022608.17","5094084472960","5202884439938.86","6505695339260.16","6727631751634.05","7389295673878.14","6750807644414.01","7157908667157.89","8298352822403.7","8433614719069.7","7735885029565.07","7970103042535.26","7936107808460.76","7288481048952.25","7407615944962.44","8100430284893.67","9956860723577.65","11449101966447.2","11954349375612","12768357074578.4","14789471689508","16364455236166.7","14844813523140","14641773544950.6","15874713437636.1","14731876146120.7","15398507628838.6","15763596442222.6","13656252620703.3","13988147697216.6","14871313684625.8","16092403309151.5","15809073096211.4","15504055464107.4","17495226733585.2","17023612496380.4","18659133072074.8","19497115588443.6","",
"Fragile and conflict affected situations","FCS","GDP (current US$)","NY.GDP.MKTP.CD","34029503593.0123","35534363196.6948","39268957404.893","44880094682.0906","40614223625.4864","44620716060.0224","47607568997.4704","46953517458.6861","51877513129.79","58222824529.0648","69337148733.7803","71407461835.1811","82669328910.7712","102251839628.799","153919142856.207","168821163378.995","200509609303.93","221370987598.479","242767598948.429","305997104049.972","388229877017.349","510372306576.133","486768808046.112","420187399132.025","378000797274.671","384377742170.644","354355843392.201","356312604369.474","387019746762.656","383035643113.567","546007306640.06","386413970742.199","344196008915.929","350711816129.835","352567008669.321","430901808099.076","465760648426.237","521200354329.852","535179642435.45","399400020821.852","466929248691.912","457048079382.208","446089285308.4","469847559925.415","595876444368.304","756354101430.868","947253259627.876","1160668758510.72","1484312853576.3","1342615105225.82","1596645964256.64","1665506572724.03","1855874824709.61","1825595058878.45","1787605499773.02","1481660318787.67","1358130757341.27","1443031828638.41","1556210403398.5","1811454247630.6","1610227321244.27","1740335947472.93","1918272363969.18","1778723185468.2","1652895518697.74","",
"Finland","FIN","GDP (current US$)","NY.GDP.MKTP.CD","5279481824.12983","5984433774.41601","6407796042.70357","6958916548.12933","7848987792.54261","8680393838.88018","9306142171.60056","9468272357.09549","8916565040.54632","10177524838.9004","11358529161.9479","12528522307.4737","14744499569.8308","19474098335.1486","24851036710.2568","29475251333.4411","31852352669.6415","33502784417.884","36259392057.7617","44469218439.9328","53649984061.205","52440066133.9212","52784013815.2214","50956447480.7857","52870993272.6553","55856676899.4628","73511611541.1682","91564993913.1611","109039090262.971","118991270611.057","141446120354.533","127794441993.824","112537828510.751","89112105756.2194","103182697780.307","134060457516.34","131991975148.848","126862902302.142","133990876724.522","135234241918.147","125967821110.589","129519672868.898","140360963811.765","171612867735.686","197458297639.769","204859368790.661","217044068234.117","256360251537.648","285698662071.094","253480783439.453","249429613683.334","275126915515.565","257443384492.969","270268036626.275","273478528954.901","233210733506.25","238777818792.608","253846138440","273869255596.078","267014821129.411","270000311606.226","294223210496.119","280253099309.34","295021982462.75","298696961297.656","",
"Fiji","FJI","GDP (current US$)","NY.GDP.MKTP.CD","112328422.113084","116987784.913739","122906434.957814","129454728.623599","140032741.468329","147084750.031482","150603925.515853","162625885.863484","166952937.135005","182182067.703568","219878482.173564","247749327.721267","316656648.698957","425950487.519894","558587097.382833","684282434.361095","694540806.380644","719501765.783049","829267889.429373","1019691460.17376","1202618816.20852","1235626770.50924","1194059943.22478","1123085190.06509","1178000677.99929","1141168943.97661","1290267339.65006","1177947965.12142","1110009522.75743","1182660265.76635","1337017559.49728","1383883249.591","1532411039.05479","1636101246.9394","1825732092.54674","1970301486.20561","2128696643.62574","2090221137.02876","1653146716.58235","1936459986.03795","1678219507.89829","1652462023.46215","1833279985.36741","2300492465.32276","2708078476.63012","2980403844.72096","3076305452.86506","3378314599.76402","3523185919.55826","2870624635.68032","3140166712.79624","3779411899.37483","3972028104.47328","4189967998.51424","4857104768.86844","4682479893.97558","4930213644.36653","5353469174.47838","5581425327.44397","5344907153.46698","4227719873.3865","4158873156.17978","4977861885.60316","5476673518.13788","5968125909.27126","",
"France","FRA","GDP (current US$)","NY.GDP.MKTP.CD","61959085885.3427","67158050215.0488","75196980365.0325","84227606649.8725","93424179943.3453","100927668584.29","109306730313.216","118088635380.954","128710572572.436","140660914840.59","147312861698.358","164694210962.472","201738881664.499","261970536240.424","282739225313.693","357324307786.446","368363152144.223","406401711687.617","501724418604.651","608218624730.188","694529183483.39","609184791792.396","578152310609.841","553356312935.709","525033325827.516","547220981165.134","764946585850.933","926320855614.973","1010827662151.75","1016742237302.08","1257649439826.53","1258961748633.88","1389663073110.28","1314383368079.69","1385822778827.98","1595219345511.89","1598889216566.23","1449392222971.45","1496906382032.47","1486915879701.93","1360959069477.49","1370376677298.86","1492427756382.43","1835095983049.09","2109792297237.03","2192146403028.17","2317861544690.82","2655816911866.56","2926802941585.86","2700075882518.98","2646230027988.34","2870408553990.28","2683007095787.23","2816077607875.26","2861236112552.42","2442483452642.5","2470407619777.13","2588868323334.71","2781576320884.39","2722793515171.76","2647926055110.05","2966433692008.09","2794788137066.94","3056250648138.29","3160442622465.08","",
"Faroe Islands","FRO","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","57954522.4217259","64397131.0846457","66225403.5588069","65186666.6666667","70106666.6666667","84933333.3333333","99219082.8537991","119335897.815202","161236465.823622","196771070.895339","227404436.013679","270470345.449357","347798304.635267","397833034.884512","448568492.658561","493014300.005217","456244919.010912","444047495.320099","486605127.702681","426008864.692169","459307281.195335","688914288.878298","886508622.334316","968576956.930265","871935350.384909","960805408.949872","909253214.82608","912670413.325883","760957189.757646","758739178.612171","901404709.830684","989536914.659081","933763083.395627","1104744235.30111","1127684827.35686","1067109530.64798","1160268212.07291","1275093689.27107","1501941580.88903","1724770770.83393","1759739599.22694","2017680834.89917","2339015313.29513","2489873249.62815","2296065170.05552","2331796784.36009","2505740669.27039","2427200388.91831","2690110520.92548","2914012679.27277","2573905971.05459","2813278868.78208","2980057377.87967","3188600927.46688","3266432734.22819","3271813311.5831","3699551717.10561","3615241800.50058","3943131022.2291","4052937169.76536","",
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","19885926","21783158","25100928","34821467","46095175","46119184","46813193","47305560","53656834","60270778","64186644","76472529","80055706","84110353","84676118","101931941","112210000","116700000","124700000","135200000","147200000","166200000","178100000","198400000","202500000","219930003.350969","216545996.897124","204397167.480929","216520601.071838","217198869.130571","229616847.556821","236387710.833256","237654335.835633","240949861.080731","235538109.216531","245905050.832081","248583534.788766","252011254.242462","258124736.278522","274654606.935781","290638857.061212","306799375.530804","322838077.579294","312808581.662958","313994033.967662","310175057.802073","325000000","359000000","392000000","394000000","372902700","391601900","415956900","441469400","471425099.488675","",
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD","141468977.799846","167637907.122782","182796536.266025","154480244.055222","215679855.342091","226474285.779063","245849781.273234","271543680.048895","294468564.245272","318124701.478771","323802475.512425","381687072.622379","430508358.514204","722780701.295854","1544216001.66059","2157592940.04234","3009409974.26856","2809349069.22118","2389479271.66616","3030251120.09759","4279637942.25144","3862269120.53497","3618007841.13503","3391275731.53751","3561451560.50783","3339914757.22872","3403638189.20049","3281797043.04996","3834503376.02992","4186411463.85975","5952293764.84777","5402919784.57004","5592390827.39854","4378645081.01769","4190819344.22255","4958845648.04778","5694040002.89863","5326817114.53586","4483417309.83011","4662992036.2073","5080483628.53013","5023265413.2623","5335451099.88223","6511903365.47554","7770219008.21293","9582783990.85345","10327598306.4575","12455409587.3371","15571348344.3379","12113699068.2517","14372593020.2885","18210307743.5816","17170464016.0593","17595744798.3398","18203966895.8433","14383107762.6952","14023890265.3665","14929487485.1623","16867326401.9626","16874405465.391","15342236163.9864","19444935097.2395","20440655695.1804","19388372070.9778","20895684425.6752","",
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD","73233967692.1028","77741965703.3544","81247564156.8246","86561961812.3249","94407558351.1616","101824755078.991","108572752102.045","113116888210.787","107759910067.889","116464702803.218","130671946244.3","148113896325.14","169965034965.035","192537971582.558","206131369798.971","241756637168.142","232614555256.065","263066457352.172","335883029721.956","438994070309.191","564947710899.373","540765675241.158","515048916841.37","489618008185.539","461487097632.349","489285164271.047","601452653180.885","745162608269.325","910122732123.799","926884816753.927","1093169389204.55","1142797178130.51","1179659529659.53","1061388722255.55","1140489745944.29","1349094208616.06","1425287051482.06","1569317288801.57","1660821464060.95","1693458987218.9","1671597821152.97","1656171009068.66","1790536570743.41","2061227755102.04","2429774807762.72","2551361818181.82","2719558417663.29","3104699879951.98","2945251838235.29","2429358155475.93","2496740681057.14","2675590034128.66","2719715961539.83","2796908333283.39","3085362169410.29","2945579890258.46","2706807606538.73","2699118387873.1","2897028009916.05","2875710080015.3","2724001478304.59","3194559188925.93","3181244350465.41","3420796653789.08","3686033044482.13","",
"Georgia","GEO","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","7321981333.6772","8833588173.40023","8902632715.25406","7735927263.59261","6324503311.25828","3690328963.64086","2701181331.30816","2513867645.13316","2693732611.81599","3094936177.1918","3510520231.21387","3613497316.55319","2800025882.71672","3057475335.18846","3219462262.0075","3395766677.67315","3991377904.13162","5125365191.98664","6410912049.87105","7745250733.95067","10172931088.5655","12795145130.9103","10766920065.8251","12426907967.1578","15475290469.2869","16894392033.2256","17517660143.6859","17966015109.3043","15223796148.8396","15444548901.9637","16473125375.0684","17902544880.6471","17638337116.9126","16010869215.68","18853115588.8106","24984568959.605","30777833600.6515","34189423544.9955","",
"Ghana","GHA","GDP (current US$)","NY.GDP.MKTP.CD","1217230094.97205","1302674324.88378","1382515654.47343","1540797588.57221","1731296199.52296","2053462968.0426","2126300672.22965","1747187644.9031","1666909517.65205","1962050555.7775","2215028588.45646","2417108577.52739","2112293279.98507","3006766758.43977","2894409937.8882","2810106382.97872","2765254237.28814","3189428571.42857","3662478184.99127","4020227920.22792","4445228215.76763","4222441860.46512","4035994397.7591","4057275132.27513","4412279843.44423","4504306722.68908","5735677433.82683","5074829931.97279","5197765031.64557","5251858439.874","5889106573.46088","6603185267.79643","6416103925.83267","5968922939.37198","5446383726.77047","6464382807.67884","6932991739.37767","6891443192.24985","7482069162.42008","7718109982.26093","4982850662.20851","5314872854.4405","6166197847.85031","7632723555.66221","8881417906.71432","10744568381.4456","20885037596.6963","24827339138.4906","28679383241.0729","26048720005.5233","32197655566.5347","39336668080.559","41271701060.954","62845721959.827","54678533805.9064","49436806230.4839","56144179397.8516","60385409434.8567","67259353965.6087","68352629246.1555","70008243859.8666","79514204730.3979","73919003209.9866","80547146878.3843","82308110386.4641","",
"Gibraltar","GIB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","3220224607.81851","3594302908.06164","4203069035.01427","5152080387.55572","5691417541.33871","6102769605.43001","6762781870.6211","6914381290.57116","8087305999.0597","8877094497.44971","9746524915.08071","9646440666.52864","11926032493.4301","15129893722.3449","18421497251.1767","22787644565.9059","2909130355.238","2976714019.06852","3476480303.12273","3546079262.94987","3888320665.52218","4396178694.1535","4789220416.70641","4781166116.51789","4932800406.92974","5385704166.43341","5641243099.76661","5516916163.0949","5232118046.3713","5046806782.54761","4367458866.71537","4125527603.22908","4301608752.51396","5025167975.26363","5300767960.51572","4282468636.90501","4220019845.26341","6281918226.34408","6964179983.17212","6716905339.73136","6853467145.53089","6785137203.33153","7638044556.84656","8376613539.28278","8778473372.82124","8794201742.84609","8595955222.49719","10324668271.1362","11857030366.7891","13442861496.4454","14088693742.9464","17069115737.8259","19910452541.9219","22407615556.0571","25008678293.4084","",
"Gambia, The","GMB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","44212081.3502297","46695006.9579374","41160065.8561054","45168072.2689156","52296083.6737339","55728663.222684","59160569.4804413","75187749.0961317","95796021.6888272","115179719.077633","112190829.470457","138093099.09774","171833086.019624","207112627.726094","241083090.303623","218767743.459101","216050552.301584","213448584.936945","177340880.086204","225726358.890914","185646986.824927","220626484.224811","266672211.934161","284120329.401023","317083695.477797","690311080.515018","714254256.122189","755040974.087322","746493951.900959","785999864.840299","848239446.21576","803633342.473706","840285264.631545","814724032.065735","782913871.80966","687410645.063943","578235309.327198","487038685.045496","961900651.423441","1027701067.55688","1054112487.74083","1279703047.0221","1561766955.73024","1450142508.57808","1543294926.87301","1409693596.93594","1415004738.26621","1375609453.43746","1229461721.40861","1378176608.93204","1484578885.97132","1504909462.69521","1670671327.81651","1813609692.49994","1812170891.19069","2014158842.14596","2204734527.88096","2382262184.68273","2404888749.21907","",
"Guinea-Bissau","GNB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","204670550.76064","204167296.856603","227986203.29754","232331281.355932","256769730.263158","283311996.82299","292152321.493146","298871674.860041","318876550.432277","308143183.311819","287648258.258297","402230865.151515","430284021.883771","425225176.812165","359980490.728569","373959151.148591","338524232.567315","451893374.95907","427514321.528126","554072302.828333","634187269.235013","668470890.785147","588309271.28603","615779518.807114","612502084.797565","660195402.013602","702965147.568054","698107222.422492","591034143.426384","579365780.135134","391345597.488269","412610871.509121","466773711.235579","553614800.145707","582169841.298304","639776040.688424","634781901.251494","753162998.015113","952667544.037289","890167833.369849","940112538.936436","1157074319.19388","1049412177.11413","1109682824.13594","1135250721.0374","1152384166.79638","1245074264.10396","1469978606.12143","1554133593.91699","1596227316.34846","1705057581.09946","1908094558.33981","1859601384.05928","2127688181.12014","2218393804.54798","",
"Equatorial Guinea","GNQ","GDP (current US$)","NY.GDP.MKTP.CD","","","37253333.3333333","44266666.6666667","51915000","64748333.3333333","69110000","72317446.9327193","67514285.7142857","67225714.2857143","66331428.5714286","64946954.756798","65429198.238708","81203226.9138345","94159862.7073691","104295643.388437","103653049.93797","103987520.075827","","","50642880.7737503","36731422.8456914","44294647.733479","44442456.94764","50320914.4065688","62118569.9654481","76407395.8727542","93345859.52973","100534656.881732","88265974.861049","112119411.489965","110906028.536862","134707183.84662","136047906.245408","100807002.540195","141853360.867855","232463022.802961","442337870.69437","370687634.425712","621117885.668503","1045998496.43872","1461139022.02954","1806742742.27311","2484745935.09329","4410764338.66733","8217369092.65224","10086528698.8604","13071718758.7373","19749893536.3204","15027795173.2187","16314443436.2903","21357343668.9447","22388344143.9131","21948834283.7856","21765453081.9826","13185496881.0174","11240808847.8878","12200913878.9827","13097012133.6159","11364133549.7478","9893816007.7398","12215878032.7166","13687643435.6249","12337550583.754","12765777677.0622","",
"Greece","GRC","GDP (current US$)","NY.GDP.MKTP.CD","4274890306.82895","4892397431.33292","5140542929.42067","5813285626.64404","6576906345.11518","7582209670.27425","8472021466.86847","9146592855.683","9950331205.83108","11454106327.0756","12957113636.3636","14388806818.1818","16650659090.9091","22037019562.7158","24998715909.0909","28129128586.61","30719552238.806","35673080481.0361","43654480519.4805","53724121435.1426","56039256594.7242","51618456334.5633","53858346938.7755","48741397058.8235","47352146311.971","47155741426.1041","55595445472.2493","64739630095.6215","75200610136.9205","78067933277.3815","96529587274.2906","103680863712.844","114608178405.434","107295704518.43","114980063202.247","134974613913.811","142502984144.96","138766067640.085","139612812175.718","137131371955.307","125760166224.805","132050474720.03","150253800085.865","196930509813.384","234979615898.225","242315668619.405","269073415333.676","314226996944.108","351121399546.485","326829054686.306","296417644404.034","283228079776.041","238841140018.233","236556279640.705","233911581521.062","194567373678.099","193097239005.87","200381103984.298","213298873494.394","207305649887.019","191362985554.861","218303801895.326","217990189600.69","242946187738.269","256238371778.118","",
"Grenada","GRD","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","71494495.1851852","88322386.2962963","102244362.222222","110900457.037037","115651918.888889","125435590","131803552.222222","145533310.740741","167728455.185185","187589522.592593","215009569.62963","236357523.703704","267327642.222222","278098762.962963","300757888.888889","310160444.444444","309812185.185185","325111814.814815","342172518.518519","366911444.444444","392190592.592593","445903592.592593","482009370.37037","520044370.37037","520444185.185185","540336925.925926","591018407.407407","599118592.592593","695555555.555555","698700666.666667","758683592.592593","825976037.037037","771275555.555555","771014814.814815","778655555.555555","799881481.481481","842618518.518518","911496296.296296","997007407.407407","1061640740.74074","1125685185.18519","1166514814.81481","1213485185.18519","1043411111.11111","1122222222.22222","1224007407.40741","1336418518.51852","1371918518.51852","",
"Greenland","GRL","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","69520026.6666667","88466738.2497268","106101297.801272","140153748.243656","169918948.629182","211190630.329609","240779417.7857","282269749.160113","355987433.41569","420645821.540488","476051740.773769","435748993.418421","402403041.029269","416184071.019417","379371901.490374","412876382.829174","603016292.686978","787390408.953269","898607670.624413","929799902.191124","1018977280.32928","1016500069.25708","1037916162.54976","927214151.76793","1005887539.32049","1208953287.06598","1197515569.08202","1072154433.84538","1149858069.75766","1131555107.04907","1068025016.00862","1086170703.9816","1169136716.03557","1558759823.08169","1822499769.23938","1849802648.36391","2013106929.50031","2249811295.6608","2499092314.41875","2529963903.22685","2503167187.49305","2684461375.46585","2609678486.36749","2684946990.12448","2842065708.35962","2499113022.81675","2707139544.46695","2851613679.03433","3055782146.15957","2997309971.87623","3089625554.40473","3293578467.57327","3152334771.77992","3326543974.39193","","",
"Guatemala","GTM","GDP (current US$)","NY.GDP.MKTP.CD","1043599900","1076699900","1143600000","1262800000","1299099900","1331399900","1390700000","1453500000","1610500000","1715399900","1904000000","1984800000","2101300000","2569200100","3161499900","3645900000","4365300200","5480500200","6070600200","6902600200","7878700000","8607500300","8716999700","9050000400","9470000100","9721652086.95652","7231963515.98174","7084399840","7841602824.42748","8410724360.79545","7650196845.21546","9406135143.41165","10440781587.5435","11400017301.4587","12983233310.7467","14655404433.2771","15674835615.3139","17790026221.6139","19395491992.9939","18318412251.3642","19288929030.0508","18405220247.4412","20444205991.025","21576351798.9145","23577298094.6571","26783389293.922","29744246827.1839","33567850824.1039","38503720224.3166","37126148264.6383","40676578423.4871","46876006272.2387","49593929487.1263","52996420177.4409","57852159007.6243","62186066547.6566","66053408205.8838","71653780740.4226","73328356007.6152","77172331693.4093","77719468248.3666","86455522272.7383","95641446500.6523","104368755054.601","113199581158.203","",
"Guam","GUM","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3394000000","3569000000","3869000000","4213000000","4238000000","4397000000","4658000000","4828000000","4949000000","4984000000","5265000000","5399000000","5610000000","5799000000","5901000000","6013000000","6051000000","6355000000","5916000000","6234000000","6910000000","","","",
